SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDRETH1,RIDRETH3,RIDEXMON,RIDEXAGM,DMQMILIZ,DMQADFC,DMDBORN4,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDMARTL,RIDEXPRG,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGE,DMDHRBR4,DMDHREDU,DMDHRMAR,DMDHSEDU,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR
83876,9,2,2,71,,3,3,1,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,71,1,3,3,,45307.96,51541.66,2,132,2,2,0.81
83877,9,1,2,13,,5,6,,,,,1,1,,7,,,,1,1,2,1,2,2,,,,,4,4,0,2,0,1,45,2,5,1,5,10615.84,0.00,1,119,14,14,3.55
83878,9,2,1,10,,4,4,2,130,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,7,7,1,4,0,2,36,1,4,3,,6750.53,6991.94,1,123,13,13,
83879,9,2,2,14,,3,3,2,169,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,3,0,1,37,1,4,1,5,70030.20,71929.66,2,126,15,15,3.87
83880,9,2,2,79,,3,3,2,,2,,2,1,6,,1,1,,1,2,1,1,2,1,1,2,1,,6,6,0,2,2,1,77,2,5,1,1,44576.01,46534.06,1,123,3,3,0.43
83881,9,2,2,32,,3,3,1,,2,,2,2,4,,5,1,2,1,2,2,1,2,2,1,2,2,1,4,4,2,0,0,1,34,1,5,1,5,59714.39,61363.03,2,125,8,8,2.06
83882,9,2,2,4,,3,3,1,49,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,2,35,2,4,1,,22984.99,22518.04,1,133,4,4,0.97
83883,9,2,2,80,,1,1,1,,2,,1,1,,,2,5,,2,2,1,1,2,1,1,2,2,,1,1,0,0,1,2,80,1,2,5,,12211.03,11641.23,1,128,2,2,0.68
83884,9,2,1,61,,1,1,1,,1,2,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,0,1,1,61,1,3,1,3,8261.76,8113.69,1,127,4,4,0.62
83885,9,2,2,38,,5,6,1,,2,,2,1,3,,4,1,2,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,54,2,4,1,4,12817.57,13606.80,2,121,14,14,3.62
83886,9,2,1,74,,3,3,2,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,1,74,1,5,1,4,18954.72,18906.15,2,123,6,6,2.00
83887,9,2,2,51,,4,4,2,,2,,2,2,1,,2,1,,1,2,2,1,2,2,1,2,2,1,6,6,1,1,1,2,51,2,2,1,3,27755.65,27815.24,1,119,99,99,
83888,9,2,1,3,,3,3,2,39,,,1,1,,,,,,1,1,2,1,2,2,,,,,7,7,2,3,0,2,29,1,3,6,,29469.31,30523.78,2,123,10,10,1.85
83889,9,2,1,26,,3,3,2,,2,,1,1,,,5,6,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,26,1,5,6,,160380.46,170717.94,1,132,14,8,4.25
83890,9,2,2,18,,5,6,2,219,2,,1,1,,13,,,,1,2,2,1,2,1,1,2,2,1,5,5,0,2,0,1,48,2,1,1,3,7855.33,7587.10,1,119,6,6,0.95
83891,9,2,2,54,,3,3,1,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,54,1,4,5,,96865.53,97546.40,1,125,9,9,5.00
83892,9,2,2,2,24,5,7,2,24,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,2,0,0,2,23,1,4,6,,7641.82,7943.35,2,131,4,4,0.62
83893,9,1,2,68,,1,1,,,2,,1,1,,,1,1,,1,2,2,1,2,2,,,,,2,2,0,0,2,2,68,1,1,1,1,9256.49,0.00,1,121,4,4,1.12
83894,9,2,1,60,,4,4,1,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,7,7,0,4,1,2,59,1,4,1,3,11029.71,14849.61,2,133,8,8,1.23
83895,9,2,2,80,,3,3,2,,2,,1,1,,,3,2,,1,2,2,1,2,2,1,2,2,,3,3,0,1,1,2,80,1,3,2,,36609.71,38906.09,1,130,4,4,0.77
83896,9,2,2,9,,2,2,1,118,,,1,1,,3,,,,2,1,2,2,2,2,1,2,2,1,5,5,1,2,0,2,30,2,2,1,,10185.37,10149.51,1,120,5,5,0.77
83897,9,2,2,29,,3,3,1,,2,,1,1,,,5,6,2,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,33,2,5,6,,67592.47,68402.55,2,121,7,5,1.68
83898,9,2,1,55,,3,3,1,,1,2,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,1,55,1,4,1,5,186465.50,197997.71,2,127,8,8,2.68
83899,9,2,1,27,,3,3,2,,2,,1,1,,,1,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,27,1,1,1,4,38559.40,41361.40,1,131,6,6,1.57
83900,9,2,2,52,,3,3,1,,2,,1,1,,,5,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,52,1,5,3,,38719.98,38992.14,1,125,3,3,0.85
83901,9,2,2,10,,4,4,1,130,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,3,0,1,52,1,4,3,,10545.15,11869.37,2,132,4,4,0.66
83902,9,2,1,49,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,49,1,4,1,4,174686.83,180562.62,1,132,15,15,5.00
83903,9,2,2,47,,4,4,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,2,47,1,4,1,5,29052.03,30052.52,2,128,7,7,2.08
83904,9,1,2,80,,4,4,,,2,,1,1,,,2,1,,1,2,2,1,2,2,,,,,2,2,0,0,2,2,80,1,2,1,9,16549.77,0.00,2,133,3,3,0.75
83905,9,2,1,9,,2,2,2,121,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,7,7,1,4,0,2,39,1,4,1,3,10997.59,11168.38,1,123,9,9,1.47
83906,9,2,2,11,,5,7,1,142,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,,2,2,0,1,0,2,34,2,2,5,,13090.99,14106.66,2,132,1,1,0.01
83907,9,2,1,22,,5,6,2,,2,,2,2,1,,5,5,,1,2,1,1,2,1,,,,,4,1,0,0,0,1,23,,,5,,18936.93,17901.77,1,119,,2,0.42
83908,9,2,1,51,,4,4,2,,2,,2,1,3,,3,1,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,1,1,60,2,3,1,,23184.54,22812.97,2,120,6,4,1.43
83909,9,2,2,49,,3,3,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,,,,,3,3,0,1,0,1,44,1,4,1,4,37421.78,41791.71,2,131,77,77,
83910,9,2,1,37,,3,3,2,,2,,1,1,,,3,6,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,37,1,3,6,,30010.41,30870.78,2,126,10,10,4.37
83911,9,2,2,43,,4,4,2,,2,,1,1,,,4,6,2,1,2,2,1,2,2,1,2,2,1,4,4,1,0,0,1,33,1,5,6,,36302.13,37552.30,1,129,14,14,3.30
83912,9,2,1,1,21,1,1,1,21,,,1,1,,,,,,2,1,2,1,2,2,,,,,6,6,1,3,0,1,37,2,1,1,1,9699.73,10697.87,1,127,7,7,1.23
83913,9,2,1,43,,5,6,2,,2,,2,2,3,,1,1,,1,2,1,1,2,1,1,2,1,,4,4,1,1,0,1,43,2,1,1,2,11657.57,11939.08,2,120,7,7,1.44
83914,9,2,2,23,,2,2,1,,2,,2,1,3,,4,5,1,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,48,1,4,1,4,31630.35,32117.00,1,121,7,7,2.32
83915,9,2,1,71,,1,1,1,,2,,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,,3,3,0,0,2,1,71,1,4,6,,12060.35,12158.22,2,127,6,6,1.69
83916,9,2,2,8,,4,4,1,106,,,2,1,3,2,,,,1,1,2,1,2,2,1,2,2,1,6,6,2,2,0,1,46,2,4,1,5,9871.38,10889.25,1,129,14,14,2.92
83917,9,2,2,17,,3,3,1,208,2,,1,1,,10,,,,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,2,38,1,3,1,4,27453.83,33923.73,1,125,5,5,0.82
83918,9,2,1,15,,4,4,1,184,,,1,1,,9,,,,1,1,2,1,2,2,1,2,2,1,7,7,1,3,1,1,61,1,3,1,3,14977.97,14880.49,1,121,14,14,2.45
83919,9,2,1,19,,1,1,1,236,2,,1,1,,13,,,,1,2,2,2,2,2,1,2,2,1,3,3,0,0,0,1,19,1,3,,,18808.78,18630.56,1,120,6,6,1.64
83920,9,2,2,68,,1,1,1,,2,,2,1,8,,1,1,,2,2,1,2,2,1,2,2,2,2,7,7,0,2,2,1,68,2,1,1,1,9719.31,9306.46,1,121,3,3,0.35
83921,9,2,2,10,,4,4,2,131,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,6,6,2,2,0,2,29,1,3,1,3,13655.22,13822.63,2,130,14,14,2.46
83922,9,2,1,1,12,3,3,2,13,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,2,0,0,2,22,1,2,5,,16605.59,18409.53,2,120,4,4,0.66
83923,9,2,2,1,14,3,3,2,14,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,1,0,0,2,55,1,3,1,4,20178.61,21739.80,1,123,8,8,1.86
83924,9,2,2,48,,3,3,2,,2,,1,1,,,1,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,48,1,1,1,3,107794.05,108055.85,2,123,7,7,2.50
83925,9,2,2,74,,2,2,1,,2,,1,1,,,3,2,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,74,1,3,2,,11817.13,12379.09,1,128,8,8,3.82
83926,9,2,1,66,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,66,1,4,1,4,114108.87,113023.59,2,126,9,9,3.43
83927,9,1,2,66,,5,6,,,2,,2,1,7,,5,1,,1,2,2,1,2,2,,,,,2,2,0,0,2,1,65,2,4,1,5,19836.67,0.00,2,122,10,10,4.06
83928,9,2,2,62,,1,1,1,,2,,1,1,,,3,1,,1,2,2,,,,1,2,2,1,2,2,0,0,2,1,60,1,2,1,3,9632.70,9223.53,1,120,,,
83929,9,2,2,10,,4,4,2,129,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,7,7,3,2,0,2,29,1,2,4,,10127.71,10251.87,2,126,2,2,0.24
83930,9,2,1,17,,3,3,2,214,2,,1,1,,66,,,,1,2,2,1,2,2,1,2,2,1,3,3,0,2,0,2,44,1,4,3,,41784.10,42629.62,1,131,5,5,1.10
83931,9,2,1,37,,2,2,1,,2,,1,1,,,2,4,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,1,1,61,1,3,1,3,29104.31,30255.56,2,125,7,7,2.08
83932,9,2,2,80,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,1,80,1,4,1,4,47792.37,50790.18,1,130,8,8,3.14
83933,9,2,2,31,,3,3,1,,2,,1,1,,,2,6,2,1,2,2,1,2,2,1,2,2,1,5,5,0,2,0,2,31,1,2,6,,53717.56,54657.45,2,125,7,7,1.32
83934,9,2,2,27,,4,4,2,,2,,1,1,,,3,5,2,1,2,2,1,2,2,1,2,2,1,2,2,1,0,0,2,27,1,3,5,,22943.61,23177.37,2,126,3,3,0.86
83935,9,2,2,44,,5,6,2,,2,,2,1,7,,5,1,2,1,2,2,1,2,2,,,,,5,5,0,3,0,1,46,2,4,1,5,23990.61,24243.79,2,128,8,8,1.86
83936,9,2,1,12,,3,3,2,149,,,1,1,,6,,,,1,1,2,1,2,2,1,2,2,1,3,3,0,1,0,2,46,1,5,1,5,49867.83,58729.07,2,123,15,15,5.00
83937,9,2,2,75,,5,6,1,,2,,2,1,6,,1,2,,1,2,1,1,2,1,1,2,1,,5,5,0,2,1,2,75,2,1,2,,20928.33,22485.68,1,129,8,8,1.76
83938,9,2,1,45,,5,6,2,,2,,2,2,5,,5,1,,1,2,2,1,2,2,,,,,4,4,0,2,0,1,45,2,5,1,5,13266.68,15518.64,1,119,14,14,3.55
83939,9,2,2,0,5,3,3,1,5,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,2,1,0,2,32,1,4,1,4,17961.22,18143.27,1,127,14,14,2.99
83940,9,2,1,16,,2,2,2,199,,,2,2,1,8,,,,2,2,2,2,2,2,1,2,1,2,5,5,0,3,0,1,36,2,1,1,1,21898.17,21434.75,1,129,2,2,0.28
83941,9,2,1,71,,2,2,1,,2,,2,1,6,,3,1,,2,2,2,,,,2,2,2,,4,4,0,0,1,1,71,2,3,1,,7167.01,7124.58,1,124,,,
83942,9,2,1,0,7,3,3,1,8,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,2,28,1,5,1,5,12426.97,12481.00,2,121,15,15,5.00
83943,9,2,2,17,,1,1,2,204,2,,1,1,,11,,,,1,2,2,1,2,2,1,2,2,1,7,7,0,3,2,1,76,2,1,1,1,17006.63,16897.16,2,129,4,4,0.49
83944,9,2,1,75,,4,4,2,,2,,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,,3,3,0,0,1,1,75,1,4,6,,12242.24,12818.14,2,126,4,4,0.74
83945,9,1,2,9,,1,1,,,,,1,1,,2,,,,1,1,2,1,2,2,,,,,5,5,0,3,0,1,36,,,1,5,20993.71,0.00,2,127,10,10,2.46
83946,9,2,1,43,,3,3,2,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,43,1,5,1,5,164949.53,164144.33,1,126,15,15,5.00
83947,9,2,2,33,,3,3,1,,2,,1,1,,,4,1,1,1,2,2,1,2,2,1,2,2,1,4,4,1,1,0,2,33,1,4,1,,112478.98,115584.39,2,128,10,10,2.67
83948,9,2,2,13,,1,1,2,168,,,1,1,,8,,,,2,1,2,1,2,2,1,2,2,1,6,6,0,3,0,1,48,2,4,6,,12609.68,12685.73,1,130,6,6,0.80
83949,9,2,2,78,,3,3,1,,2,,1,1,,,3,2,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,78,1,3,2,,48991.55,51570.79,1,125,6,6,2.38
83950,9,2,1,55,,3,3,2,,2,,1,1,,,2,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,55,1,2,3,,35971.94,38997.63,2,130,2,2,0.61
83951,9,2,1,24,,4,4,1,,2,,1,1,,,2,5,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,1,2,72,1,2,2,,38250.10,37871.57,2,132,9,9,2.98
83952,9,2,2,14,,1,1,2,181,,,1,1,,9,,,,1,1,2,1,2,2,1,2,2,1,6,6,0,3,0,1,40,2,1,1,2,17249.14,17179.74,2,131,7,7,1.23
83953,9,2,2,46,,1,1,1,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,48,1,2,1,5,32549.65,34058.68,1,128,15,15,5.00
83954,9,2,1,53,,3,3,2,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,53,1,3,1,4,115546.60,120076.91,2,123,14,14,5.00
83955,9,2,1,47,,4,4,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,1,47,1,4,1,4,22293.81,23189.91,1,133,14,14,4.48
83956,9,2,2,0,8,3,3,2,9,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,2,0,0,1,33,1,4,1,5,15424.80,16860.22,1,123,15,15,4.12
83957,9,2,2,0,0,1,1,1,1,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,2,0,0,2,21,1,1,1,3,5477.91,6025.12,1,125,3,3,0.49
83958,9,2,2,47,,4,4,2,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,3,2,0,0,0,1,45,,,6,,22585.84,22634.33,2,131,6,1,0.25
83959,9,2,2,22,,3,3,1,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,4,4,1,0,1,1,60,2,4,3,,57082.34,57766.46,1,125,4,4,0.80
83960,9,2,1,12,,3,3,2,150,,,1,1,,6,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,3,0,1,45,1,5,1,5,50784.93,52462.75,2,127,15,15,3.52
83961,9,2,2,44,,3,3,1,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,2,44,1,4,1,3,107034.46,123942.64,2,121,14,14,3.70
83962,9,2,2,28,,4,4,2,,2,,2,1,4,,5,5,2,1,2,2,1,2,2,1,2,2,1,4,4,1,1,0,1,32,1,5,6,,32411.12,31735.96,2,129,7,7,1.65
83963,9,2,2,44,,4,4,2,,2,,1,1,,,4,3,2,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,2,44,1,4,3,,28232.33,29204.60,2,130,6,6,1.51
83964,9,2,2,72,,5,6,2,,2,,2,1,6,,2,1,,1,2,1,1,2,1,1,2,1,,2,2,0,0,2,2,72,2,2,1,4,22245.32,23978.56,2,128,10,10,4.06
83965,9,2,1,49,,1,1,1,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,49,1,4,3,,26716.27,27627.43,1,127,3,3,1.24
83966,9,2,1,27,,1,1,1,,2,,2,2,4,,2,5,,2,2,2,2,2,2,2,2,2,2,6,6,1,2,0,2,35,2,2,1,3,29671.14,39017.96,1,120,4,4,0.57
83967,9,2,1,40,,5,7,1,,1,2,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,1,40,1,5,1,5,20475.59,21185.73,2,128,15,15,5.00
83968,9,2,1,11,,3,3,2,136,,,1,1,,5,,,,1,1,2,1,2,2,,,,,7,7,2,4,0,1,36,1,1,1,1,22220.62,22346.26,1,131,77,77,
83969,9,2,2,21,,3,3,1,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,21,1,4,1,4,72834.28,73707.19,1,127,6,6,2.01
83970,9,2,1,9,,5,6,1,117,,,2,2,2,3,,,,1,1,2,1,2,2,1,2,2,1,3,3,0,1,0,2,33,2,3,1,4,10746.65,10609.44,1,121,4,4,0.95
83971,9,2,2,26,,3,3,2,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,4,4,2,0,0,2,26,1,4,1,4,52616.52,53247.12,1,131,9,9,2.27
83972,9,2,2,10,,1,1,1,128,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,32,1,4,6,,16858.58,17269.85,2,127,8,8,2.06
83973,9,2,1,63,,3,3,1,,2,,1,1,,,5,1,,1,2,2,1,2,2,,,,,2,2,0,0,1,2,57,1,4,1,5,163538.99,161983.59,1,120,15,15,5.00
83974,9,2,2,2,,5,7,2,36,,,1,1,,,,,,1,1,2,1,2,2,,,,,6,6,1,2,0,1,32,1,4,1,4,20633.98,20214.79,2,126,7,7,1.17
83975,9,2,2,65,,2,2,1,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,2,1,66,1,5,1,3,10495.87,10191.91,1,127,14,14,4.11
83976,9,2,1,80,,3,3,1,,1,2,1,1,,,4,2,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,1,80,1,4,2,,42153.09,45423.22,2,127,5,5,2.02
83977,9,2,2,80,,3,3,1,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,1,80,1,3,1,3,55881.17,58406.00,2,121,7,7,2.50
83978,9,2,2,8,,4,4,2,105,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,3,3,1,1,0,2,24,1,3,5,,10102.53,10226.38,2,126,3,3,0.60
83979,9,2,1,15,,1,1,1,186,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,1,2,1,70,1,4,1,5,16497.39,18731.64,2,133,15,15,4.44
83980,9,2,2,10,,3,3,1,127,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,3,0,1,37,1,4,1,4,39259.32,38538.80,1,127,15,15,3.52
83981,9,2,1,15,,4,4,1,181,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,40,1,4,6,,22305.26,24991.96,2,121,10,10,2.67
83982,9,2,1,25,,3,3,2,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,6,6,0,0,0,2,23,1,5,5,,140866.70,151436.56,2,123,15,15,3.07
83983,9,1,2,71,,2,2,,,2,,1,1,,,5,1,,1,2,2,1,2,2,,,,,2,2,0,0,2,1,80,,,1,5,13706.32,0.00,1,124,8,8,2.82
83984,9,2,2,6,,1,1,1,82,,,1,1,,0,,,,1,1,2,1,2,2,,,,,3,3,0,1,0,2,27,1,5,1,4,11920.67,13616.71,2,128,15,15,5.00
83985,9,2,1,55,,3,3,1,,2,,1,1,,,5,3,,1,2,2,1,2,2,,,,,1,1,0,0,0,1,55,1,5,3,,133357.94,142700.50,2,128,15,15,5.00
83986,9,2,1,40,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,6,6,0,3,0,1,40,1,4,1,4,49076.37,50727.11,1,122,7,7,1.11
83987,9,2,1,68,,1,1,1,,2,,2,2,8,,1,1,,2,2,1,2,2,1,2,2,2,,7,7,0,2,2,1,68,2,1,1,1,9680.79,9350.34,1,121,3,3,0.35
83988,9,2,1,21,,1,1,1,,2,,1,1,,,3,5,,1,2,2,1,2,2,1,2,2,1,5,5,0,1,0,2,45,2,2,5,,38664.73,43018.90,2,122,8,8,1.76
83989,9,2,2,37,,4,4,2,,2,,1,1,,,2,5,2,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,57,1,2,5,,26534.18,26323.05,2,130,1,1,0.16
83990,9,2,2,79,,1,1,1,,2,,2,2,7,,1,1,,2,2,2,1,2,2,2,2,2,,2,2,0,0,2,1,80,2,1,1,1,15028.85,14327.56,1,128,3,3,0.65
83991,9,2,2,14,,5,7,2,169,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,3,3,0,2,0,1,47,1,4,3,,47074.00,48838.92,1,130,6,6,1.44
83992,9,2,1,68,,5,6,1,,2,,2,1,7,,5,1,,1,2,2,1,2,2,,,,,2,2,0,0,2,1,68,2,5,1,4,14471.15,20179.42,2,133,15,15,5.00
83993,9,2,2,41,,4,4,2,,2,,1,1,,,3,6,2,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,41,,,6,,27155.84,27214.15,2,124,6,6,2.10
83994,9,2,2,60,,3,3,1,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,61,1,5,1,5,227372.09,223381.48,2,127,15,15,5.00
83995,9,2,1,43,,4,4,2,,2,,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,2,53,2,4,6,,23983.82,24624.06,2,129,15,9,5.00
83996,9,2,2,60,,4,4,2,,2,,1,1,,,5,2,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,2,60,1,5,2,,18174.68,18103.66,2,119,77,77,
83997,9,2,1,13,,4,4,1,163,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,1,6,6,0,4,0,2,36,1,4,6,,11500.71,11425.86,2,132,9,9,1.87
83998,9,2,2,31,,3,3,2,,2,,1,1,,,5,5,2,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,31,1,5,5,,120133.90,122235.87,1,132,7,7,3.57
83999,9,2,1,71,,5,6,2,,2,,2,2,7,,1,1,,1,2,1,1,2,1,,,,,2,2,0,0,2,1,71,2,1,1,1,13587.73,13483.72,1,119,3,3,0.75
84000,9,2,1,2,,4,4,2,34,,,1,1,,,,,,1,1,2,1,2,2,,,,,6,6,2,3,0,2,27,1,2,5,,9213.91,9685.99,2,130,1,1,0.02
84001,9,2,2,54,,2,2,2,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,54,1,4,3,,17419.71,17701.82,1,123,9,9,4.89
84002,9,2,1,48,,3,3,2,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,48,1,4,3,,124724.10,124749.86,1,122,15,15,5.00
84003,9,2,2,1,19,1,1,1,20,,,1,1,,,,,,1,1,2,1,2,2,,,,,6,6,1,1,0,2,30,1,3,6,,9706.96,10169.75,2,121,99,99,
84004,9,2,2,14,,1,1,1,179,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,2,40,1,4,5,,14827.39,14800.28,1,120,10,10,2.68
84005,9,2,1,26,,4,4,2,,2,,1,1,,,5,6,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,2,27,1,5,6,,27415.32,27144.01,2,126,8,5,1.85
84006,9,2,2,45,,4,4,2,,2,,1,1,,,2,6,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,2,45,1,2,6,,28760.25,28822.00,1,132,4,4,0.87
84007,9,1,2,27,,5,7,,,2,,1,1,,,3,5,3,1,2,2,1,2,2,,,,,3,3,0,0,0,2,49,1,4,1,,41217.89,0.00,2,131,10,10,3.42
84008,9,2,2,62,,5,6,2,,2,,2,1,8,,3,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,2,62,2,3,1,1,15242.23,16375.28,1,119,7,7,2.26
84009,9,2,2,9,,4,4,2,112,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,40,1,5,1,5,16541.99,18619.26,2,129,15,15,4.22
84010,9,2,2,68,,3,3,1,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,61,,,1,3,155236.43,152511.87,1,129,8,8,3.26
84011,9,2,1,32,,3,3,2,,1,1,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,5,5,1,2,0,1,32,1,4,1,5,43636.61,44544.03,1,126,7,7,1.43
84012,9,2,1,24,,1,1,1,,2,,1,1,,,3,1,,1,2,2,1,2,2,,,,,5,5,2,1,0,2,22,1,3,1,3,38173.67,40340.16,1,124,10,10,2.39
84013,9,2,1,14,,3,3,2,179,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,7,7,1,3,0,2,37,1,3,3,,25460.74,25975.94,1,122,9,8,1.42
84014,9,2,1,53,,5,6,1,,2,,2,1,6,,5,3,,1,2,2,1,2,2,1,2,2,1,2,2,0,1,0,1,53,2,5,3,,15173.55,15162.87,2,128,15,15,5.00
84015,9,2,1,73,,1,1,1,,2,,2,1,8,,1,4,,1,2,2,,,,2,2,2,,3,1,0,0,1,1,55,,,4,,7943.90,10945.11,2,133,,,
84016,9,2,2,41,,1,1,1,,2,,2,2,4,,5,1,2,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,1,40,1,5,1,5,42128.09,43742.97,2,127,15,15,5.00
84017,9,2,2,7,,2,2,1,94,,,1,1,,1,,,,1,1,2,,,,,,,,4,4,0,2,0,1,35,,,1,,13477.43,13806.22,1,124,,,
84018,9,2,1,27,,3,3,2,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,,2,1,0,0,0,1,31,1,4,5,,128044.40,133131.46,2,129,14,10,5.00
